t_s,v_volt
-3.344000e-07,-0.160804
-3.320000e-07,-0.080402
-3.296000e-07,-0.160804
-3.272000e-07,-0.080402
-3.248000e-07,-0.160804
-3.224000e-07,-0.160804
-3.200000e-07,-0.080402
-3.176000e-07,-0.080402
-3.152000e-07,-0.080402
-3.128000e-07,-0.080402
-3.104000e-07,-0.080402
-3.080000e-07,-0.080402
-3.056000e-07,-0.080402
-3.032000e-07,-0.080402
-3.008000e-07,-0.080402
-2.984000e-07,-0.080402
-2.960000e-07,-0.080402
-2.936000e-07,-0.080402
-2.912000e-07,-0.080402
-2.888000e-07,-0.080402
-2.864000e-07,-0.080402
-2.840000e-07,-0.080402
-2.816000e-07,-0.080402
-2.792000e-07,-0.080402
-2.768000e-07,-0.160804
-2.744000e-07,-0.080402
-2.720000e-07,-0.080402
-2.696000e-07,-0.160804
-2.672000e-07,-0.080402
-2.648000e-07,-0.080402
-2.624000e-07,-0.080402
-2.600000e-07,-0.080402
-2.576000e-07,-0.080402
-2.552000e-07,-0.080402
-2.528000e-07,-0.080402
-2.504000e-07,-0.080402
-2.480000e-07,-0.080402
-2.456000e-07,-0.080402
-2.432000e-07,-0.080402
-2.408000e-07,-0.080402
-2.384000e-07,-0.080402
-2.360000e-07,-0.080402
-2.336000e-07,-0.080402
-2.312000e-07,-0.160804
-2.288000e-07,-0.160804
-2.264000e-07,-0.080402
-2.240000e-07,-0.080402
-2.216000e-07,-0.080402
-2.192000e-07,-0.080402
-2.168000e-07,-0.080402
-2.144000e-07,-0.080402
-2.120000e-07,-0.080402
-2.096000e-07,-0.160804
-2.072000e-07,-0.160804
-2.048000e-07,-0.160804
-2.024000e-07,-0.241206
-2.000000e-07,-0.321608
-1.976000e-07,-0.321608
-1.952000e-07,-0.402010
-1.928000e-07,-0.482412
-1.904000e-07,-0.482412
-1.880000e-07,-0.562814
-1.856000e-07,-0.643216
-1.832000e-07,-0.643216
-1.808000e-07,-0.723618
-1.784000e-07,-0.804020
-1.760000e-07,-0.884422
-1.736000e-07,-0.964824
-1.712000e-07,-0.964824
-1.688000e-07,-1.045226
-1.664000e-07,-1.125628
-1.640000e-07,-1.206030
-1.616000e-07,-1.206030
-1.592000e-07,-1.286432
-1.568000e-07,-1.286432
-1.544000e-07,-1.366834
-1.520000e-07,-1.366834
-1.496000e-07,-1.447236
-1.472000e-07,-1.447236
-1.448000e-07,-1.527638
-1.424000e-07,-1.527638
-1.400000e-07,-1.608040
-1.376000e-07,-1.608040
-1.352000e-07,-1.688442
-1.328000e-07,-1.688442
-1.304000e-07,-1.688442
-1.280000e-07,-1.768844
-1.256000e-07,-1.768844
-1.232000e-07,-1.849246
-1.208000e-07,-1.849246
-1.184000e-07,-1.849246
-1.160000e-07,-1.849246
-1.136000e-07,-1.849246
-1.112000e-07,-1.849246
-1.088000e-07,-1.849246
-1.064000e-07,-1.849246
-1.040000e-07,-1.929648
-1.016000e-07,-1.849246
-9.920000e-08,-1.849246
-9.680000e-08,-1.849246
-9.440000e-08,-1.849246
-9.200000e-08,-1.849246
-8.960000e-08,-1.849246
-8.720000e-08,-1.849246
-8.480000e-08,-1.849246
-8.240000e-08,-1.849246
-8.000000e-08,-1.768844
-7.760000e-08,-1.768844
-7.520000e-08,-1.768844
-7.280000e-08,-1.768844
-7.040000e-08,-1.768844
-6.800000e-08,-1.688442
-6.560000e-08,-1.688442
-6.320000e-08,-1.608040
-6.080000e-08,-1.608040
-5.840000e-08,-1.527638
-5.600000e-08,-1.527638
-5.360000e-08,-1.527638
-5.120000e-08,-1.447236
-4.880000e-08,-1.447236
-4.640000e-08,-1.447236
-4.400000e-08,-1.366834
-4.160000e-08,-1.366834
-3.920000e-08,-1.286432
-3.680000e-08,-1.286432
-3.440000e-08,-1.286432
-3.200000e-08,-1.206030
-2.960000e-08,-1.206030
-2.720000e-08,-1.125628
-2.480000e-08,-1.125628
-2.240000e-08,-1.045226
-2.000000e-08,-0.964824
-1.760000e-08,-0.964824
-1.520000e-08,-0.884422
-1.280000e-08,-0.884422
-1.040000e-08,-0.804020
-8.000000e-09,-0.723618
-5.600000e-09,-0.723618
-3.200000e-09,-0.643216
-8.000000e-10,-0.562814
1.600000e-09,-0.562814
4.000000e-09,-0.482412
6.400000e-09,-0.482412
8.800000e-09,-0.402010
1.120000e-08,-0.402010
1.360000e-08,-0.321608
1.600000e-08,-0.321608
1.840000e-08,-0.241206
2.080000e-08,-0.241206
2.320000e-08,-0.160804
2.560000e-08,-0.160804
2.800000e-08,-0.080402
3.040000e-08,-0.080402
3.280000e-08,-0.080402
3.520000e-08,0.000000
3.760000e-08,0.000000
4.000000e-08,0.080402
4.240000e-08,0.080402
4.480000e-08,0.160804
4.720000e-08,0.160804
4.960000e-08,0.160804
5.200000e-08,0.241206
5.440000e-08,0.241206
5.680000e-08,0.241206
5.920000e-08,0.321608
6.160000e-08,0.321608
6.400000e-08,0.321608
6.640000e-08,0.321608
6.880000e-08,0.321608
7.120000e-08,0.402010
7.360000e-08,0.402010
7.600000e-08,0.402010
7.840000e-08,0.402010
8.080000e-08,0.482412
8.320000e-08,0.482412
8.560000e-08,0.482412
8.800000e-08,0.482412
9.040000e-08,0.562814
9.280000e-08,0.562814
9.520000e-08,0.562814
9.760000e-08,0.562814
1.000000e-07,0.562814
1.024000e-07,0.562814
1.048000e-07,0.562814
1.072000e-07,0.562814
1.096000e-07,0.562814
1.120000e-07,0.562814
1.144000e-07,0.562814
1.168000e-07,0.643216
1.192000e-07,0.643216
1.216000e-07,0.643216
1.240000e-07,0.643216
1.264000e-07,0.643216
1.288000e-07,0.643216
1.312000e-07,0.643216
1.336000e-07,0.643216
1.360000e-07,0.643216
1.384000e-07,0.643216
1.408000e-07,0.723618
1.432000e-07,0.723618
1.456000e-07,0.723618
1.480000e-07,0.723618
1.504000e-07,0.723618
1.528000e-07,0.723618
1.552000e-07,0.723618
1.576000e-07,0.723618
1.600000e-07,0.723618
1.624000e-07,0.723618
1.648000e-07,0.723618
1.672000e-07,0.723618
1.696000e-07,0.723618
1.720000e-07,0.723618
1.744000e-07,0.723618
1.768000e-07,0.723618
1.792000e-07,0.723618
1.816000e-07,0.723618
1.840000e-07,0.723618
1.864000e-07,0.723618
1.888000e-07,0.723618
1.912000e-07,0.723618
1.936000e-07,0.723618
1.960000e-07,0.723618
1.984000e-07,0.723618
2.008000e-07,0.643216
2.032000e-07,0.643216
2.056000e-07,0.723618
2.080000e-07,0.643216
2.104000e-07,0.643216
2.128000e-07,0.643216
2.152000e-07,0.643216
2.176000e-07,0.643216
2.200000e-07,0.562814
2.224000e-07,0.562814
2.248000e-07,0.562814
2.272000e-07,0.562814
2.296000e-07,0.562814
2.320000e-07,0.562814
2.344000e-07,0.482412
2.368000e-07,0.482412
2.392000e-07,0.402010
2.416000e-07,0.402010
2.440000e-07,0.321608
2.464000e-07,0.321608
2.488000e-07,0.321608
2.512000e-07,0.402010
2.536000e-07,0.482412
2.560000e-07,0.562814
2.584000e-07,0.643216
2.608000e-07,0.723618
2.632000e-07,0.804020
2.656000e-07,0.884422
2.680000e-07,0.964824
2.704000e-07,1.206030
2.728000e-07,1.366834
2.752000e-07,1.447236
2.776000e-07,1.608040
2.800000e-07,1.768844
2.824000e-07,1.929648
2.848000e-07,2.010050
2.872000e-07,2.170854
2.896000e-07,2.331658
2.920000e-07,2.412060
2.944000e-07,2.492462
2.968000e-07,2.653266
2.992000e-07,2.733668
3.016000e-07,2.814070
3.040000e-07,2.974874
3.064000e-07,3.055276
3.088000e-07,3.135678
3.112000e-07,3.216080
3.136000e-07,3.296482
3.160000e-07,3.376884
3.184000e-07,3.457286
3.208000e-07,3.537688
3.232000e-07,3.537688
3.256000e-07,3.618090
3.280000e-07,3.698492
3.304000e-07,3.778894
3.328000e-07,3.778894
3.352000e-07,3.859296
3.376000e-07,3.859296
3.400000e-07,3.859296
3.424000e-07,3.859296
3.448000e-07,3.859296
3.472000e-07,3.939698
3.496000e-07,3.939698
3.520000e-07,3.939698
3.544000e-07,3.939698
3.568000e-07,3.939698
3.592000e-07,3.939698
3.616000e-07,3.939698
3.640000e-07,3.939698
3.664000e-07,3.939698
3.688000e-07,3.939698
3.712000e-07,3.939698
3.736000e-07,3.939698
3.760000e-07,3.939698
3.784000e-07,3.939698
3.808000e-07,3.939698
3.832000e-07,3.939698
3.856000e-07,3.939698
3.880000e-07,3.859296
3.904000e-07,3.859296
3.928000e-07,3.778894
3.952000e-07,3.778894
3.976000e-07,3.698492
4.000000e-07,3.618090
4.024000e-07,3.457286
4.048000e-07,3.296482
4.072000e-07,3.135678
4.096000e-07,3.055276
4.120000e-07,2.894472
4.144000e-07,2.814070
4.168000e-07,2.733668
4.192000e-07,2.572864
4.216000e-07,2.492462
4.240000e-07,2.412060
4.264000e-07,2.251256
4.288000e-07,2.170854
4.312000e-07,2.090452
4.336000e-07,2.010050
4.360000e-07,1.929648
4.384000e-07,1.768844
4.408000e-07,1.768844
4.432000e-07,1.688442
4.456000e-07,1.527638
4.480000e-07,1.447236
4.504000e-07,1.366834
4.528000e-07,1.286432
4.552000e-07,1.206030
4.576000e-07,1.125628
4.600000e-07,1.045226
4.624000e-07,0.964824
4.648000e-07,0.884422
4.672000e-07,0.804020
4.696000e-07,0.723618
4.720000e-07,0.643216
4.744000e-07,0.562814
4.768000e-07,0.482412
4.792000e-07,0.402010
4.816000e-07,0.321608
4.840000e-07,0.321608
4.864000e-07,0.241206
4.888000e-07,0.160804
4.912000e-07,0.080402
4.936000e-07,0.000000
4.960000e-07,0.000000
4.984000e-07,-0.080402
5.008000e-07,-0.160804
5.032000e-07,-0.241206
5.056000e-07,-0.241206
5.080000e-07,-0.241206
5.104000e-07,-0.321608
5.128000e-07,-0.402010
5.152000e-07,-0.402010
5.176000e-07,-0.482412
5.200000e-07,-0.562814
5.224000e-07,-0.562814
5.248000e-07,-0.643216
5.272000e-07,-0.643216
5.296000e-07,-0.723618
5.320000e-07,-0.723618
5.344000e-07,-0.723618
5.368000e-07,-0.804020
5.392000e-07,-0.884422
5.416000e-07,-0.884422
5.440000e-07,-0.884422
5.464000e-07,-0.964824
5.488000e-07,-0.964824
5.512000e-07,-1.045226
5.536000e-07,-1.125628
5.560000e-07,-1.125628
5.584000e-07,-1.125628
5.608000e-07,-1.125628
5.632000e-07,-1.206030
5.656000e-07,-1.206030
5.680000e-07,-1.206030
5.704000e-07,-1.206030
5.728000e-07,-1.206030
5.752000e-07,-1.286432
5.776000e-07,-1.286432
5.800000e-07,-1.286432
5.824000e-07,-1.366834
5.848000e-07,-1.366834
5.872000e-07,-1.366834
5.896000e-07,-1.366834
5.920000e-07,-1.366834
5.944000e-07,-1.447236
5.968000e-07,-1.447236
5.992000e-07,-1.447236
6.016000e-07,-1.447236
6.040000e-07,-1.447236
6.064000e-07,-1.447236
6.088000e-07,-1.527638
6.112000e-07,-1.527638
6.136000e-07,-1.527638
6.160000e-07,-1.527638
6.184000e-07,-1.527638
6.208000e-07,-1.527638
6.232000e-07,-1.527638
6.256000e-07,-1.527638
6.280000e-07,-1.527638
6.304000e-07,-1.527638
6.328000e-07,-1.527638
6.352000e-07,-1.527638
6.376000e-07,-1.527638
6.400000e-07,-1.527638
6.424000e-07,-1.527638
6.448000e-07,-1.527638
6.472000e-07,-1.527638
6.496000e-07,-1.527638
6.520000e-07,-1.527638
6.544000e-07,-1.527638
6.568000e-07,-1.527638
6.592000e-07,-1.527638
6.616000e-07,-1.527638
6.640000e-07,-1.527638
6.664000e-07,-1.527638
6.688000e-07,-1.527638
6.712000e-07,-1.527638
6.736000e-07,-1.527638
6.760000e-07,-1.527638
6.784000e-07,-1.447236
6.808000e-07,-1.527638
6.832000e-07,-1.447236
6.856000e-07,-1.447236
6.880000e-07,-1.447236
6.904000e-07,-1.447236
6.928000e-07,-1.447236
6.952000e-07,-1.447236
6.976000e-07,-1.447236
7.000000e-07,-1.447236
7.024000e-07,-1.447236
7.048000e-07,-1.447236
7.072000e-07,-1.447236
7.096000e-07,-1.447236
7.120000e-07,-1.447236
7.144000e-07,-1.366834
7.168000e-07,-1.366834
7.192000e-07,-1.366834
7.216000e-07,-1.366834
7.240000e-07,-1.366834
7.264000e-07,-1.366834
7.288000e-07,-1.366834
7.312000e-07,-1.366834
7.336000e-07,-1.366834
7.360000e-07,-1.286432
7.384000e-07,-1.286432
7.408000e-07,-1.286432
7.432000e-07,-1.286432
7.456000e-07,-1.286432
7.480000e-07,-1.286432
7.504000e-07,-1.286432
7.528000e-07,-1.286432
7.552000e-07,-1.286432
7.576000e-07,-1.286432
7.600000e-07,-1.206030
7.624000e-07,-1.206030
7.648000e-07,-1.206030
7.672000e-07,-1.206030
7.696000e-07,-1.206030
7.720000e-07,-1.206030
7.744000e-07,-1.206030
7.768000e-07,-1.125628
7.792000e-07,-1.125628
7.816000e-07,-1.125628
7.840000e-07,-1.125628
7.864000e-07,-1.125628
7.888000e-07,-1.125628
7.912000e-07,-1.125628
7.936000e-07,-1.125628
7.960000e-07,-1.125628
7.984000e-07,-1.125628
8.008000e-07,-1.045226
8.032000e-07,-1.045226
8.056000e-07,-1.045226
8.080000e-07,-1.045226
8.104000e-07,-1.045226
8.128000e-07,-1.045226
8.152000e-07,-1.045226
8.176000e-07,-1.045226
8.200000e-07,-1.045226
8.224000e-07,-1.045226
8.248000e-07,-0.964824
8.272000e-07,-0.964824
8.296000e-07,-0.964824
8.320000e-07,-0.964824
8.344000e-07,-0.964824
8.368000e-07,-0.964824
8.392000e-07,-0.964824
8.416000e-07,-0.964824
8.440000e-07,-0.964824
8.464000e-07,-0.884422
8.488000e-07,-0.884422
8.512000e-07,-0.884422
8.536000e-07,-0.884422
8.560000e-07,-0.884422
8.584000e-07,-0.884422
8.608000e-07,-0.884422
8.632000e-07,-0.884422
8.656000e-07,-0.804020
8.680000e-07,-0.804020
8.704000e-07,-0.804020
8.728000e-07,-0.804020
8.752000e-07,-0.804020
8.776000e-07,-0.804020
8.800000e-07,-0.804020
8.824000e-07,-0.804020
8.848000e-07,-0.723618
8.872000e-07,-0.723618
8.896000e-07,-0.723618
8.920000e-07,-0.723618
8.944000e-07,-0.804020
8.968000e-07,-0.723618
8.992000e-07,-0.723618
9.016000e-07,-0.723618
9.040000e-07,-0.723618
9.064000e-07,-0.723618
9.088000e-07,-0.723618
9.112000e-07,-0.723618
9.136000e-07,-0.723618
9.160000e-07,-0.723618
9.184000e-07,-0.723618
9.208000e-07,-0.643216
9.232000e-07,-0.643216
9.256000e-07,-0.643216
9.280000e-07,-0.643216
9.304000e-07,-0.643216
9.328000e-07,-0.643216
9.352000e-07,-0.643216
9.376000e-07,-0.643216
9.400000e-07,-0.643216
9.424000e-07,-0.643216
9.448000e-07,-0.562814
9.472000e-07,-0.643216
9.496000e-07,-0.562814
9.520000e-07,-0.562814
9.544000e-07,-0.562814
9.568000e-07,-0.562814
9.592000e-07,-0.562814
9.616000e-07,-0.562814
9.640000e-07,-0.562814
9.664000e-07,-0.562814
9.688000e-07,-0.562814
9.712000e-07,-0.562814
9.736000e-07,-0.482412
9.760000e-07,-0.482412
9.784000e-07,-0.482412
9.808000e-07,-0.482412
9.832000e-07,-0.482412
9.856000e-07,-0.482412
9.880000e-07,-0.482412
9.904000e-07,-0.482412
9.928000e-07,-0.482412
9.952000e-07,-0.482412
9.976000e-07,-0.482412
1.000000e-06,-0.482412
1.002400e-06,-0.482412
1.004800e-06,-0.482412
1.007200e-06,-0.482412
1.009600e-06,-0.482412
1.012000e-06,-0.402010
1.014400e-06,-0.482412
1.016800e-06,-0.402010
1.019200e-06,-0.402010
1.021600e-06,-0.402010
1.024000e-06,-0.402010
1.026400e-06,-0.402010
1.028800e-06,-0.402010
1.031200e-06,-0.402010
1.033600e-06,-0.402010
1.036000e-06,-0.402010
1.038400e-06,-0.402010
1.040800e-06,-0.402010
1.043200e-06,-0.402010
1.045600e-06,-0.402010
1.048000e-06,-0.402010
1.050400e-06,-0.321608
1.052800e-06,-0.402010
1.055200e-06,-0.402010
1.057600e-06,-0.321608
1.060000e-06,-0.321608
1.062400e-06,-0.321608
1.064800e-06,-0.321608
1.067200e-06,-0.321608
1.069600e-06,-0.402010
1.072000e-06,-0.402010
1.074400e-06,-0.321608
1.076800e-06,-0.321608
1.079200e-06,-0.321608
1.081600e-06,-0.321608
1.084000e-06,-0.321608
1.086400e-06,-0.321608
1.088800e-06,-0.321608
1.091200e-06,-0.321608
1.093600e-06,-0.321608
1.096000e-06,-0.321608
1.098400e-06,-0.321608
1.100800e-06,-0.321608
1.103200e-06,-0.321608
1.105600e-06,-0.321608
1.108000e-06,-0.321608
1.110400e-06,-0.321608
1.112800e-06,-0.321608
1.115200e-06,-0.321608
1.117600e-06,-0.241206
1.120000e-06,-0.241206
1.122400e-06,-0.321608
1.124800e-06,-0.241206
1.127200e-06,-0.241206
1.129600e-06,-0.241206
1.132000e-06,-0.241206
1.134400e-06,-0.241206
1.136800e-06,-0.241206
1.139200e-06,-0.241206
1.141600e-06,-0.241206
1.144000e-06,-0.241206
1.146400e-06,-0.241206
1.148800e-06,-0.241206
1.151200e-06,-0.241206
1.153600e-06,-0.241206
1.156000e-06,-0.241206
1.158400e-06,-0.241206
1.160800e-06,-0.241206
1.163200e-06,-0.241206
1.165600e-06,-0.241206
1.168000e-06,-0.241206
1.170400e-06,-0.241206
1.172800e-06,-0.241206
1.175200e-06,-0.241206
1.177600e-06,-0.241206
1.180000e-06,-0.241206
1.182400e-06,-0.241206
1.184800e-06,-0.241206
1.187200e-06,-0.241206
1.189600e-06,-0.160804
1.192000e-06,-0.241206
1.194400e-06,-0.241206
1.196800e-06,-0.160804
1.199200e-06,-0.241206
1.201600e-06,-0.160804
1.204000e-06,-0.160804
1.206400e-06,-0.160804
1.208800e-06,-0.160804
1.211200e-06,-0.160804
1.213600e-06,-0.241206
1.216000e-06,-0.241206
1.218400e-06,-0.160804
1.220800e-06,-0.160804
1.223200e-06,-0.160804
1.225600e-06,-0.160804
1.228000e-06,-0.160804
1.230400e-06,-0.160804
1.232800e-06,-0.241206
1.235200e-06,-0.160804
1.237600e-06,-0.160804
1.240000e-06,-0.160804
1.242400e-06,-0.160804
1.244800e-06,-0.160804
1.247200e-06,-0.160804
1.249600e-06,-0.160804
1.252000e-06,-0.160804
1.254400e-06,-0.160804
1.256800e-06,-0.160804
1.259200e-06,-0.160804
1.261600e-06,-0.160804
1.264000e-06,-0.160804
1.266400e-06,-0.160804
1.268800e-06,-0.160804
1.271200e-06,-0.160804
1.273600e-06,-0.160804
1.276000e-06,-0.160804
1.278400e-06,-0.160804
1.280800e-06,-0.160804
1.283200e-06,-0.160804
1.285600e-06,-0.160804
1.288000e-06,-0.160804
1.290400e-06,-0.160804
1.292800e-06,-0.160804
1.295200e-06,-0.160804
1.297600e-06,-0.160804
1.300000e-06,-0.160804
1.302400e-06,-0.160804
1.304800e-06,-0.160804
1.307200e-06,-0.160804
1.309600e-06,-0.080402
1.312000e-06,-0.160804
1.314400e-06,-0.160804
1.316800e-06,-0.160804
1.319200e-06,-0.080402
1.321600e-06,-0.080402
1.324000e-06,-0.080402
1.326400e-06,-0.080402
1.328800e-06,-0.160804
1.331200e-06,-0.080402
1.333600e-06,-0.160804
1.336000e-06,-0.160804
1.338400e-06,-0.160804
1.340800e-06,-0.160804
1.343200e-06,-0.160804
1.345600e-06,-0.160804
1.348000e-06,-0.160804
1.350400e-06,-0.160804
1.352800e-06,-0.160804
1.355200e-06,-0.080402
1.357600e-06,-0.080402
1.360000e-06,-0.160804
1.362400e-06,-0.080402
1.364800e-06,-0.080402
1.367200e-06,-0.160804
1.369600e-06,-0.160804
1.372000e-06,-0.080402
1.374400e-06,-0.080402
1.376800e-06,-0.160804
1.379200e-06,-0.160804
1.381600e-06,-0.080402
1.384000e-06,-0.080402
1.386400e-06,-0.080402
1.388800e-06,-0.080402
1.391200e-06,-0.160804
1.393600e-06,-0.080402
1.396000e-06,-0.080402
1.398400e-06,-0.080402
1.400800e-06,-0.160804
1.403200e-06,-0.160804
1.405600e-06,-0.160804
1.408000e-06,-0.080402
1.410400e-06,-0.160804
1.412800e-06,-0.160804
1.415200e-06,-0.080402
1.417600e-06,-0.080402
1.420000e-06,-0.160804
1.422400e-06,-0.160804
1.424800e-06,-0.160804
1.427200e-06,-0.080402
1.429600e-06,-0.160804
1.432000e-06,-0.080402
1.434400e-06,-0.080402
1.436800e-06,-0.160804
1.439200e-06,-0.080402
1.441600e-06,-0.160804
1.444000e-06,-0.160804
1.446400e-06,-0.080402
1.448800e-06,-0.080402
1.451200e-06,-0.080402
1.453600e-06,-0.080402
1.456000e-06,-0.160804
1.458400e-06,-0.080402
1.460800e-06,-0.080402
1.463200e-06,-0.080402
1.465600e-06,-0.080402
1.468000e-06,-0.080402
1.470400e-06,-0.080402
1.472800e-06,-0.160804
1.475200e-06,-0.080402
1.477600e-06,-0.080402
1.480000e-06,-0.080402
1.482400e-06,-0.080402
1.484800e-06,0.000000
1.487200e-06,0.000000
1.489600e-06,0.000000
1.492000e-06,0.080402
1.494400e-06,0.080402
1.496800e-06,0.080402
1.499200e-06,0.080402
1.501600e-06,0.080402
1.504000e-06,0.080402
1.506400e-06,0.080402
1.508800e-06,0.080402
1.511200e-06,0.080402
1.513600e-06,0.080402
1.516000e-06,0.080402
1.518400e-06,0.000000
1.520800e-06,0.000000
1.523200e-06,-0.080402
1.525600e-06,-0.160804
1.528000e-06,-0.160804
1.530400e-06,-0.241206
1.532800e-06,-0.321608
1.535200e-06,-0.321608
1.537600e-06,-0.402010
1.540000e-06,-0.482412
1.542400e-06,-0.482412
1.544800e-06,-0.562814
1.547200e-06,-0.643216
1.549600e-06,-0.723618
1.552000e-06,-0.804020
1.554400e-06,-0.884422
1.556800e-06,-0.964824
1.559200e-06,-1.045226
1.561600e-06,-1.045226
1.564000e-06,-1.206030
1.566400e-06,-1.206030
1.568800e-06,-1.366834
1.571200e-06,-1.366834
1.573600e-06,-1.527638
1.576000e-06,-1.527638
1.578400e-06,-1.608040
1.580800e-06,-1.688442
1.583200e-06,-1.768844
1.585600e-06,-1.849246
1.588000e-06,-1.929648
1.590400e-06,-2.010050
1.592800e-06,-2.010050
1.595200e-06,-2.090452
1.597600e-06,-2.170854
1.600000e-06,-2.251256
1.602400e-06,-2.331658
1.604800e-06,-2.412060
1.607200e-06,-2.412060
1.609600e-06,-2.492462
1.612000e-06,-2.572864
1.614400e-06,-2.653266
1.616800e-06,-2.653266
1.619200e-06,-2.733668
1.621600e-06,-2.733668
1.624000e-06,-2.814070
1.626400e-06,-2.894472
1.628800e-06,-2.894472
1.631200e-06,-2.974874
1.633600e-06,-2.974874
1.636000e-06,-3.055276
1.638400e-06,-3.135678
1.640800e-06,-3.135678
1.643200e-06,-3.216080
1.645600e-06,-3.216080
1.648000e-06,-3.296482
1.650400e-06,-3.296482
1.652800e-06,-3.296482
1.655200e-06,-3.296482
1.657600e-06,-3.296482
1.660000e-06,-3.296482
1.662400e-06,-3.376884
1.664800e-06,-3.296482
1.667200e-06,-3.376884
1.669600e-06,-3.296482
1.672000e-06,-3.296482
1.674400e-06,-3.296482
1.676800e-06,-3.296482
1.679200e-06,-3.216080
1.681600e-06,-3.216080
1.684000e-06,-3.216080
1.686400e-06,-3.135678
1.688800e-06,-3.055276
1.691200e-06,-3.055276
1.693600e-06,-3.055276
1.696000e-06,-2.974874
1.698400e-06,-2.974874
1.700800e-06,-2.894472
1.703200e-06,-2.814070
1.705600e-06,-2.814070
1.708000e-06,-2.733668
1.710400e-06,-2.733668
1.712800e-06,-2.653266
1.715200e-06,-2.572864
1.717600e-06,-2.572864
1.720000e-06,-2.492462
1.722400e-06,-2.412060
1.724800e-06,-2.412060
1.727200e-06,-2.331658
1.729600e-06,-2.251256
1.732000e-06,-2.170854
1.734400e-06,-2.090452
1.736800e-06,-2.010050
1.739200e-06,-1.929648
1.741600e-06,-1.849246
1.744000e-06,-1.849246
1.746400e-06,-1.768844
1.748800e-06,-1.688442
1.751200e-06,-1.608040
1.753600e-06,-1.527638
1.756000e-06,-1.527638
1.758400e-06,-1.366834
1.760800e-06,-1.366834
1.763200e-06,-1.286432
1.765600e-06,-1.206030
1.768000e-06,-1.125628
1.770400e-06,-1.125628
1.772800e-06,-1.045226
1.775200e-06,-0.964824
1.777600e-06,-0.884422
1.780000e-06,-0.804020
1.782400e-06,-0.723618
1.784800e-06,-0.643216
1.787200e-06,-0.562814
1.789600e-06,-0.482412
1.792000e-06,-0.402010
1.794400e-06,-0.321608
1.796800e-06,-0.241206
1.799200e-06,-0.160804
1.801600e-06,-0.080402
1.804000e-06,0.000000
1.806400e-06,0.080402
1.808800e-06,0.080402
1.811200e-06,0.160804
1.813600e-06,0.241206
1.816000e-06,0.321608
1.818400e-06,0.321608
1.820800e-06,0.402010
1.823200e-06,0.482412
1.825600e-06,0.482412
1.828000e-06,0.562814
1.830400e-06,0.643216
1.832800e-06,0.643216
1.835200e-06,0.723618
1.837600e-06,0.804020
1.840000e-06,0.804020
1.842400e-06,0.804020
1.844800e-06,0.884422
1.847200e-06,0.884422
1.849600e-06,0.964824
1.852000e-06,0.964824
1.854400e-06,0.964824
1.856800e-06,1.045226
1.859200e-06,1.045226
1.861600e-06,1.125628
1.864000e-06,1.125628
1.866400e-06,1.125628
1.868800e-06,1.206030
1.871200e-06,1.206030
1.873600e-06,1.206030
1.876000e-06,1.286432
1.878400e-06,1.206030
1.880800e-06,1.286432
1.883200e-06,1.286432
1.885600e-06,1.286432
1.888000e-06,1.366834
1.890400e-06,1.366834
1.892800e-06,1.366834
1.895200e-06,1.366834
1.897600e-06,1.366834
1.900000e-06,1.447236
1.902400e-06,1.447236
1.904800e-06,1.447236
1.907200e-06,1.447236
1.909600e-06,1.447236
1.912000e-06,1.447236
1.914400e-06,1.447236
1.916800e-06,1.447236
1.919200e-06,1.447236
1.921600e-06,1.527638
1.924000e-06,1.447236
1.926400e-06,1.527638
1.928800e-06,1.527638
1.931200e-06,1.447236
1.933600e-06,1.527638
1.936000e-06,1.527638
1.938400e-06,1.527638
1.940800e-06,1.527638
1.943200e-06,1.527638
1.945600e-06,1.527638
1.948000e-06,1.447236
1.950400e-06,1.447236
1.952800e-06,1.527638
1.955200e-06,1.527638
1.957600e-06,1.527638
1.960000e-06,1.527638
1.962400e-06,1.447236
1.964800e-06,1.447236
1.967200e-06,1.447236
1.969600e-06,1.447236
1.972000e-06,1.447236
1.974400e-06,1.447236
1.976800e-06,1.447236
1.979200e-06,1.447236
1.981600e-06,1.447236
1.984000e-06,1.447236
1.986400e-06,1.447236
1.988800e-06,1.447236
1.991200e-06,1.447236
1.993600e-06,1.447236
1.996000e-06,1.447236
1.998400e-06,1.447236
2.000800e-06,1.447236
2.003200e-06,1.366834
2.005600e-06,1.366834
2.008000e-06,1.366834
2.010400e-06,1.366834
2.012800e-06,1.366834
2.015200e-06,1.366834
2.017600e-06,1.366834
2.020000e-06,1.286432
2.022400e-06,1.286432
2.024800e-06,1.286432
2.027200e-06,1.286432
2.029600e-06,1.286432
2.032000e-06,1.286432
2.034400e-06,1.286432
2.036800e-06,1.286432
2.039200e-06,1.206030
2.041600e-06,1.286432
2.044000e-06,1.206030
2.046400e-06,1.206030
2.048800e-06,1.206030
2.051200e-06,1.206030
2.053600e-06,1.206030
2.056000e-06,1.206030
2.058400e-06,1.206030
2.060800e-06,1.206030
2.063200e-06,1.125628
2.065600e-06,1.125628
2.068000e-06,1.125628
2.070400e-06,1.125628
2.072800e-06,1.125628
2.075200e-06,1.125628
2.077600e-06,1.125628
2.080000e-06,1.045226
2.082400e-06,1.045226
2.084800e-06,1.045226
2.087200e-06,1.045226
2.089600e-06,0.964824
2.092000e-06,0.964824
2.094400e-06,0.964824
