id,thickness_mm,settings_variant,dsp_found,dsp_coherence,dsp_round_trip_s,dsp_velocity,dsp_n_packets,dsp_warnings_count,dsp_noise_level,dsp_thickness_est_mm,max_abs_v,ptp_v,mean_v,std_v,rms_v,skew_v,kurt_v,energy_v,zcr,env_max,env_mean,env_std,env_auc,env_centroid_t,p1_t,p2_t,p3_t,delta_t_21,delta_t_32,amp_ratio_21,amp_ratio_32,autocorr_tau_s,autocorr_peak_val,autocorr_thickness_est_mm,dominant_freq_mhz,spectral_centroid_mhz,spectral_spread_mhz,band_0_2mhz,band_2_6mhz,band_6_12mhz,band_12_25mhz,gain,hp_val,lp_val,damping,prf,pulse_amp,averaging
20260820_154203_eaabbc9f,25.0,,1,0.9560479093802304,8.6688e-06,5762.033083409851,2,2,0.24274548597722234,24.879456,3.939698,7.316582,-0.09308710002879907,0.45302065523255375,0.46248559140702317,2.2367739334059507,29.638650094398322,1.0694988341630814e-05,0.006911778823077662,4.454443795323926,0.3335148970700283,0.5548750978353753,1.6676278477336728e-05,1.6205121532231576e-05,3.448e-07,1.6312e-06,2.1328e-06,1.2863999999999999e-06,5.016000000000002e-07,0.7949999571637218,1.21998247833211,1.7616e-06,0.46952860568950794,5.055792,1.039966721064926,1.5490228397247108,5.578060066565124,0.8704722000141704,0.12459020783942595,0.002216217181850379,0.0005172083137402176,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154203_d48b0be0,25.0,,1,0.9590817016539464,8.6688e-06,5759.5224390916665,2,2,0.2427559899438962,24.879456,3.939698,7.316582,-0.09378175107996543,0.45306368268233377,0.4626680423384601,2.2253062054810657,29.508868574690702,1.0703428368812995e-05,0.007487760391667466,4.41794357514556,0.3340891260085887,0.5547169750164256,1.6704990843031048e-05,1.6223434458457905e-05,3.4e-07,2.1304e-06,2.8744e-06,1.7904e-06,7.44e-07,0.9705792280977722,0.4132407915956344,1.7616e-06,0.46888463699224125,5.055792,1.039966721064926,1.543323615669744,5.559527955435586,0.8708168567102557,0.1244297873504412,0.0021147853830939733,0.0005034758050667552,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154204_c76a5c02,25.0,,1,0.9636788286242638,8.6688e-06,5763.175043225694,2,2,0.24275462931373465,24.879456,3.939698,7.316582,-0.09517877152731112,0.4532181706049047,0.46310442528214363,2.225444782566695,29.49887400024884,1.0723628580929173e-05,0.006335797254487857,4.397401671642627,0.33477204766829527,0.5547990152001413,1.6739138018691033e-05,1.630154985871638e-05,3.424e-07,2.1304e-06,2.8768e-06,1.788e-06,7.464000000000002e-07,0.9798150420927677,0.4141901880984433,1.7616e-06,0.4663442650594321,5.055792,1.039966721064926,1.5354663911200184,5.467658589114527,0.8716772883922888,0.12350256491868422,0.0022436717382657476,0.0004923906074102644,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154205_4356d22a,25.0,,1,0.96200795968055,8.6688e-06,5760.210354476691,2,2,0.24207099958783035,24.879456,3.939698,7.316582,-0.09499739041950657,0.4521462051216293,0.4620180678203036,2.2244265406397115,29.673524588462122,1.0673376286732321e-05,0.007967745032158972,4.407679226676758,0.33383133425251893,0.5535818590854751,1.669210084276075e-05,1.6311302271596022e-05,3.4e-07,1.6144e-06,2.1304e-06,1.2744e-06,5.16e-07,0.8059819892731233,1.2122216457284414,1.7616e-06,0.46676288357064366,5.055792,1.039966721064926,1.5420510998862578,5.49289478170161,0.8708874279811537,0.12437983204968482,0.0021148474586302154,0.0004735975163910994,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154205_b3cb94ef,25.0,,1,0.9590865631193312,8.6688e-06,5755.850395751422,2,2,0.2418414664493906,24.879456,3.939698,7.23618,-0.09211458855716616,0.4527145507570234,0.4619908677584325,2.228372428166055,29.576574788274286,1.06721195915085e-05,0.008159738888355573,4.421329247328173,0.33287306461924066,0.5546056157507152,1.6644185827865423e-05,1.622793784214488e-05,3.424e-07,1.6312e-06,2.1304e-06,1.2887999999999998e-06,4.992e-07,0.8009768562438676,1.2215820513583575,1.7616e-06,0.4674340999309108,5.055792,1.039966721064926,1.5426976427128398,5.530031466965315,0.8705530196096402,0.12466957179366486,0.002125833057038787,0.0004990916788759932,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154206_0efb647d,25.0,,1,0.9578514936384463,8.6688e-06,5763.488645143216,2,2,0.24304477549224907,24.879456,3.939698,7.316582,-0.0944571062685994,0.45296686269033476,0.46271062622352005,2.244694643421753,29.616943054417902,1.0705398742805894e-05,0.009119708169338582,4.445743267887218,0.33464966944732544,0.5543420241867317,1.6733018911837385e-05,1.627008193960566e-05,3.424e-07,2.1304e-06,2.872e-06,1.788e-06,7.416000000000002e-07,0.9715150523427742,0.4048039099820701,1.7616e-06,0.4697365789994846,5.055792,1.039966721064926,1.5446612123221926,5.560682183845033,0.8716292036977045,0.123552207566475,0.002126363369892837,0.000517558391082281,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154206_f1777071,25.0,,1,0.9623529784218083,8.6688e-06,5760.5593515092805,2,2,0.24236606137412614,24.879456,3.939698,7.316582,-0.09369684928482287,0.45326885412341184,0.46285176210559426,2.2339030873421564,29.74780078380649,1.0711930455018575e-05,0.008255735816453873,4.42672852555653,0.3332996868991306,0.5555139797969102,1.6665517624455567e-05,1.6255342303466313e-05,3.376e-07,1.6216e-06,2.1304e-06,1.2840000000000001e-06,5.087999999999999e-07,0.801279645731957,1.2158267586442137,1.7616e-06,0.467970375371831,5.055792,1.039966721064926,1.5442455528239307,5.536260276698994,0.8701330531653918,0.1250083942067547,0.0022252483038071526,0.0005242587738532234,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154207_ae658b51,25.0,,1,0.9608421952993584,8.6688e-06,5763.756310067889,2,2,0.24181367336226245,24.879456,3.939698,7.23618,-0.09612040961889219,0.4522509438126198,0.46235273258055803,2.2536826389936295,29.760590532086624,1.068884449831437e-05,0.007295766535470865,4.435118287727291,0.33489123658972325,0.5533011609122637,1.6745097655464705e-05,1.6341616974512036e-05,3.424e-07,1.6144e-06,2.1304e-06,1.2719999999999998e-06,5.16e-07,0.7962827947876667,1.2333210281470308,1.7616e-06,0.4673946729380195,5.055792,1.039966721064926,1.5553478717966733,5.644916942964434,0.8707917338992504,0.12413587317992593,0.0023619568900094695,0.0005005236732240823,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154208_e939a3d8,25.0,,1,0.9610578067310952,8.6688e-06,5763.276251537673,2,2,0.2424170947788642,24.879456,3.939698,7.316582,-0.0951633348372852,0.4529625512297067,0.46285109172808253,2.236150705242409,29.734048205614705,1.0711899425506876e-05,0.008063741960257272,4.452753922338483,0.33477329219234264,0.5543775582697975,1.673920024688464e-05,1.630070917732574e-05,3.424e-07,2.128e-06,2.8888e-06,1.7856000000000003e-06,7.608e-07,0.9681910917305515,0.4084895564955104,1.7592e-06,0.46706786000560696,5.048904,1.039966721064926,1.546798549451102,5.563160655322488,0.8706645132044526,0.12433463633246446,0.0023448974255488044,0.000499607340704953,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154208_028a4d98,25.0,,1,0.9590761655504302,8.6688e-06,5769.224963423104,2,2,0.2420161217255753,24.879456,3.939698,7.23618,-0.09593131016607467,0.4529413251801068,0.46298883391080914,2.228350300968688,29.546402136069382,1.0718275990161063e-05,0.007487760391667466,4.474604048078493,0.3358670406752025,0.5538091068220771,1.6793889421025206e-05,1.6319164927906104e-05,3.4e-07,2.1256e-06,2.8744e-06,1.7856000000000001e-06,7.487999999999999e-07,0.9610891838411936,0.41512523023974696,1.7616e-06,0.4669573556504101,5.055792,1.039966721064926,1.5387126300973464,5.486832508693508,0.8719577870300373,0.12320340386822734,0.002209562170699571,0.0005147679858663867,33.0,1.0,5.0,1.0,9.0,9.0,32.0
